url,ville,nom,note,adresse,description,insee,lat,lon,date,pluiew_mean,tw_mean,lat_h,lon_h
https://www.booking.com/hotel/fr/magnifique-vue-mer-et-terrasse-garage-clim-wifi-rossiconciergerie-linge-inclus.fr.html,Aigues Mortes,Magnifique vue mer et terrasse Garage Clim WiFi - ROSSIconciergerie - Linge inclus,10.0,"Temple du Soleil 272 Rue Frédéric Mistral, 34280 La Grande Motte, France","L’hébergement Magnifique vue mer et terrasse Garage Clim WiFi - ROSSIconciergerie - Linge inclus se situe à La Grande Motte, à respectivement 200 mètres et 15 km de ces lieux d’intérêt : Plage du Point Zéro et Parc des expositions de Montpellier. Il propose une connexion Wi-Fi gratuite, la climatisation, une plage privée et une terrasse. Cet appartement comprend un parking privé gratuit et se trouve dans une région où vous pourrez pratiquer des activités telles que la randonnée et le vélo.

Cet appartement comprend une télévision à écran plat. L’hébergement possède une cuisine équipée d’un réfrigérateur, d’un lave-vaisselle et d’un four. Il comprend également une douche, des articles de toilette gratuits et un sèche-cheveux.

Vous séjournerez à respectivement 15 km et 20 km de ces lieux d’intérêt : Salle de concert Arena Montpellier et Zénith Sud Montpellier. L'aéroport le plus proche (Aéroport Montpellier Méditerranée) est à 21 km. Les distances indiquées dans la description de l'établissement sont calculées avec © OpenStreetMap.",300030,43.5661521,4.19154,2025-10-06,0.0,17.635714285714286,43.55795,4.08726
https://www.booking.com/hotel/fr/villa-camarguaise-entre-plage-et-centre-ville-avec-bassin-de-baignade.fr.html,Aigues Mortes,Villa Camarguaise entre Plage et centre ville avec bassin extérieur,,"380 Avenue de Camargue, 30240 Le Grau-du-Roi, France","Offrant une vue sur la ville, l’hébergement Villa Camarguaise entre Plage et centre ville avec bassin extérieur possède une piscine extérieure ouverte en saison, un jardin et une terrasse, à environ 300 mètres de ce lieu d’intérêt : Plage Rive Gauche. Cette maison de vacances possède un parking privé gratuit et se trouve dans une région où vous pourrez pratiquer des activités telles que le golf, la planche à voile et le canoë-kayak.

Cette maison de vacances avec climatisation se compose de 4 chambres, d'un salon, d'une cuisine entièrement équipée avec un réfrigérateur et une machine à café, ainsi que de 4 salles de bains avec une douche et un sèche-cheveux. Une télévision est à disposition.

L’établissement Villa Camarguaise entre Plage et centre ville avec bassin extérieur dispose d’un parc aquatique.

Vous séjournerez à respectivement 24 km et 24 km de ces lieux d’intérêt : Parc des expositions de Montpellier et Salle de concert Arena Montpellier. L'aéroport le plus proche (Aéroport Montpellier Méditerranée) est à 30 km. Les distances indiquées dans la description de l'établissement sont calculées avec © OpenStreetMap.",300030,43.5661521,4.19154,2025-10-06,0.0,17.635714285714286,43.53183,4.1427
https://www.booking.com/hotel/fr/au-cabanon.fr.html,Aigues Mortes,Au Cabanon,9.8,"945 Chemin Vieux d'Aiguës Mortes, 30220 Saint-Laurent-dʼAigouze, France","L’établissement Au Cabanon vous accueille à Saint-Laurent-dʼAigouze, à 30 km de ce lieu d’intérêt : Parc des expositions de Montpellier. Il comprend un jardin, une terrasse et un parking privé gratuit. Disposant d’une connexion Wi-Fi gratuite, cette maison d'hôtes est à respectivement 34 km et 35 km environ de : Zénith Sud Montpellier et Parc des expositions de Nîmes. Cet établissement non-fumeurs se trouve à 30 km de : Salle de concert Arena Montpellier.

Tous les hébergements disposent de la climatisation, d’un réfrigérateur, d’un four, d’une machine à café, d’une douche, d'articles de toilette gratuits et d’une armoire. Vous bénéficierez d'une salle de bains privative dotée d'un sèche-cheveux. Vous profiterez aussi d'un coin salon.

Vous séjournerez à respectivement 35 km et 38 km de ces lieux d’intérêt : Centre commercial régional Odysseum et Hôtel de ville de Montpellier. L'aéroport le plus proche (Aéroport de Nîmes Alès Camargue Cévennes) est à 34 km. Les couples apprécient particulièrement l'emplacement de cet établissement. Ils lui donnent la note de   pour un séjour à deux. Les distances indiquées dans la description de l'établissement sont calculées avec © OpenStreetMap.",300030,43.5661521,4.19154,2025-10-06,0.0,17.635714285714286,43.62992,4.201
https://www.booking.com/hotel/fr/le-pigeonnier-nimes.fr.html,Nimes,Le pigeonnier,10.0,"Le pigeonnier 2240 ch du carreau de lanes, 30900 Nîmes, France","L’hébergement Le pigeonnier vous accueille à Nîmes, à respectivement 7,2 km et 36 km de ces lieux d’intérêt : Parc des expositions de Nîmes et Arènes d'Arles. Il propose une piscine extérieure ouverte en saison et la climatisation. Cette chambre d'hôtes possède une piscine privée, un jardin et un parking privé gratuit.

Cette chambre d'hôtes comprend une télévision à écran plat. Des serviettes et du linge de lit sont à votre disposition.

L’établissement Le pigeonnier dispose d’un bain à remous. Vous pourrez profiter d'une terrasse.

Vous séjournerez à respectivement 49 km et 49 km de ces lieux d’intérêt : Zénith Sud Montpellier et Centre commercial régional Odysseum. L'aéroport le plus proche (Aéroport de Nîmes Alès Camargue Cévennes) est à 17 km. Les distances indiquées dans la description de l'établissement sont calculées avec © OpenStreetMap.",301890,43.8374249,4.3600687,2025-10-06,0.0,17.564285714285713,43.83183,4.30034
https://www.booking.com/hotel/fr/agreables-chambres-au-calme.fr.html,Nimes,Agréables chambres au calme,10.0,"216 Chemin de Puech Vert, 30900 Nîmes, France","Situé à Nîmes (Languedoc-Roussillon), l’établissement Agréables chambres au calme comprend un parking privé gratuit.

Tous les hébergements disposent de la climatisation et d’une télévision à écran plat.

Vous séjournerez à respectivement 13 km et 43 km de ces lieux d’intérêt : Parc des expositions de Nîmes et Arènes d'Arles. L'aéroport le plus proche (Aéroport de Nîmes Alès Camargue Cévennes) est à 24 km. Les distances indiquées dans la description de l'établissement sont calculées avec © OpenStreetMap.",301890,43.8374249,4.3600687,2025-10-06,0.0,17.564285714285713,43.86931,4.28229
https://www.booking.com/hotel/fr/maison-villa-avec-piscine-nimes.fr.html,Nimes,Maison villa avec piscine,10.0,"44 Rue du Mont Lozere, 30000 Nîmes, France","L’hébergement Maison villa avec piscine se situe à Nîmes et comprend un bain à remous. Cet hébergement met à votre disposition une piscine privée, une connexion Wi-Fi gratuite et un parking privé gratuit.

Proposant une terrasse avec vue sur le jardin, cette villa avec climatisation comporte 1 chambre et une cuisine entièrement équipée. Une télévision à écran plat est à disposition.

Vous séjournerez à respectivement 7,1 km et 40 km de ces lieux d’intérêt : Parc des expositions de Nîmes et Gare d'Avignon-Centre. L'aéroport le plus proche (Aéroport de Nîmes Alès Camargue Cévennes) est à 14 km. Les distances indiquées dans la description de l'établissement sont calculées avec © OpenStreetMap.",301890,43.8374249,4.3600687,2025-10-06,0.0,17.564285714285713,43.86156,4.39993
https://www.booking.com/hotel/fr/arche-denim.fr.html,Nimes,L'Arche Denim,9.5,"21 Rue Pierre Semard, 30000 Nîmes, France","L’hébergement L'Arche Denim se trouve à Nîmes, à respectivement 3,6 km et 34 km de ces lieux d’intérêt : Parc des expositions de Nîmes et Arènes d'Arles. Il propose des équipements tels qu’une connexion Wi-Fi gratuite et une télévision à écran plat. Cet appartement est à respectivement 43 km et 44 km de : Gare d'Avignon-Centre et Palais des Papes d'Avignon.

Cet appartement avec climatisation se compose de 1 chambre, d'un salon, d'une cuisine entièrement équipée avec un réfrigérateur et une machine à café, ainsi que de 1 salle de bains avec une douche et des articles de toilette gratuits. Cet hébergement met à votre disposition des serviettes et du linge de lit.

Vous séjournerez à respectivement 46 km et 48 km de ces lieux d’intérêt : Gare TGV d'Avignon et Zénith Sud Montpellier. L'aéroport le plus proche (Aéroport de Nîmes Alès Camargue Cévennes) est à 10 km. Les distances indiquées dans la description de l'établissement sont calculées avec © OpenStreetMap.",301890,43.8374249,4.3600687,2025-10-06,0.0,17.564285714285713,43.83936,4.36623
https://www.booking.com/hotel/fr/le-genova-proche-du-centre-et-de-la-gare.fr.html,Nimes,"Maison climatisée Gare à 10 min, idéale familles MaisonCarréeConciergerie",9.5,"2 Rue de Genève, 30000 Nîmes, France","Vous pouvez peut-être bénéficier d’une réduction Genius dans l’établissement Maison climatisée Gare à 10 min, idéale familles MaisonCarréeConciergerie.   pour voir si une réduction Genius est disponible à vos dates.
 
Les réductions Genius proposées par cet établissement dépendent des dates de réservation, des dates de séjour et des autres offres disponibles.
 L’hébergement Maison climatisée Gare à 10 min, idéale familles MaisonCarréeConciergerie vous accueille à Nîmes, à 2,5 km de ce lieu d’intérêt : Parc des expositions de Nîmes. Il comprend une terrasse, une connexion Wi-Fi gratuite et un service de concierge. Cet hébergement offre une vue sur le jardin et est installé à respectivement 33 km et 44 km de : Arènes d'Arles et Gare d'Avignon-Centre.

Cet appartement se compose de 2 chambres, d'un salon, d'une cuisine entièrement équipée avec un réfrigérateur et une machine à café, ainsi que de 1 salle de bains avec une douche et des articles de toilette gratuits. Des serviettes et du linge de lit sont mis à votre disposition.

Vous séjournerez à respectivement 44 km et 46 km de ces lieux d’intérêt : Palais des Papes d'Avignon et Gare TGV d'Avignon. L'aéroport le plus proche (Aéroport de Nîmes Alès Camargue Cévennes) est à 9 km. Un service de navette aéroport payant peut être assuré par l’établissement. Les distances indiquées dans la description de l'établissement sont calculées avec © OpenStreetMap.",301890,43.8374249,4.3600687,2025-10-06,0.0,17.564285714285713,43.83053,4.37069
https://www.booking.com/hotel/fr/maison-blanche-nimes.fr.html,Nimes,Maison Blanche,9.6,"467 Chemin de Russan, 30000 Nîmes, France","Situé à Nîmes, l’hébergement Maison Blanche offre une vue sur le jardin. Il propose une piscine extérieure ouverte en saison, une terrasse et une connexion Wi-Fi gratuite. Cette maison de vacances comprend une piscine privée, un jardin et un parking privé gratuit.

Cette maison de vacances avec climatisation se compose de 1 chambre, d'un salon, d'une cuisine entièrement équipée avec un réfrigérateur et une machine à café, ainsi que de 1 salle de bains avec une douche et des articles de toilette gratuits. Cet hébergement met à votre disposition des serviettes et du linge de lit.

Vous séjournerez à respectivement 5,3 km et 35 km de ces lieux d’intérêt : Parc des expositions de Nîmes et Arènes d'Arles. L'aéroport le plus proche (Aéroport de Nîmes Alès Camargue Cévennes) est à 11 km. Les distances indiquées dans la description de l'établissement sont calculées avec © OpenStreetMap.",301890,43.8374249,4.3600687,2025-10-06,0.0,17.564285714285713,43.85215,4.36085
https://www.booking.com/hotel/fr/appartement-spacieux-de-grand-standing-de-200-m2.fr.html,Nimes,"Appartement 4 à 8 personnes, Spacieux de Standing Classé 4 Etoiles",9.7,"1 Rue Formi, 30000 Nîmes, France","Offrant une vue sur la ville, l’hébergement Appartement 4 à 8 personnes, Spacieux de Standing Classé 4 Etoiles propose une terrasse et un balcon, à environ 3,9 km de ce lieu d’intérêt : Parc des expositions de Nîmes. Cet hébergement met à votre disposition un billard, une table de ping-pong et un parking privé gratuit.

Cet appartement avec climatisation se compose de 3 chambres, d'un salon, d'une cuisine entièrement équipée avec un réfrigérateur et une machine à café, ainsi que de 2 salles de bains avec une douche et des articles de toilette gratuits. Des serviettes et du linge de lit sont disponibles.

Cet établissement dispose d’un barbecue. Vous pourrez jouer aux fléchettes sur place, et pratiquer le vélo dans les environs.

Vous séjournerez à respectivement 34 km et 43 km de ces lieux d’intérêt : Arènes d'Arles et Gare d'Avignon-Centre. L'aéroport le plus proche (Aéroport de Nîmes Alès Camargue Cévennes) est à 10 km. Les distances indiquées dans la description de l'établissement sont calculées avec © OpenStreetMap.",301890,43.8374249,4.3600687,2025-10-06,0.0,17.564285714285713,43.83896,4.36993
https://www.booking.com/hotel/fr/antichambre.fr.html,Nimes,Antichambre,9.7,"11 rue bigot, 30900 Nîmes, France","L'Antichambre se situe à Nîmes, à 1,9 km du parc des expositions de la ville. Cette chambre d'hôtes propose un jardin et des chambres avec connexion Wi-Fi gratuite. À pied, vous séjournerez à 2 minutes des arènes de Nîmes, à 4 minutes de l'hôtel de ville, à environ 5 minutes de la bibliothèque Carré d'Art et à 6 minutes de l'école des Beaux-Arts.

Toutes les chambres comportent la climatisation, une télévision à écran plat et une armoire. Certaines possèdent une terrasse. Leur salle de bains privative est pourvue d'un sèche-cheveux.

Cette chambre d'hôtes sert un petit-déjeuner à la carte tous les matins.

Sur place, vous disposerez d'une terrasse.

Vous séjournerez à 300 mètres du musée de la Romanité. Enfin, l'aéroport de Nîmes-Garons, le plus proche, se trouve à 10 km de l'Antichambre. Les couples apprécient particulièrement l'emplacement de cet établissement. Ils lui donnent la note de   pour un séjour à deux. Les distances indiquées dans la description de l'établissement sont calculées avec © OpenStreetMap.",301890,43.8374249,4.3600687,2025-10-06,0.0,17.564285714285713,43.83452,4.35715
https://www.booking.com/hotel/fr/detente-au-green.fr.html,Nimes,Détente au Green,9.6,"17 Rue du Green, 30900 Nîmes, France","L’hébergement Détente au Green se trouve à Nîmes, à respectivement 7,8 km, 37 km et 49 km de ces lieux d’intérêt : Parc des expositions de Nîmes, Arènes d'Arles et Zénith Sud Montpellier. Il propose un balcon et une connexion Wi-Fi gratuite. Cette maison de vacances comprend une piscine privée, un jardin et un parking privé gratuit.

Cette maison de vacances se compose de 3 chambres, d'un salon, d'une cuisine entièrement équipée avec un réfrigérateur et une machine à café, ainsi que de 1 salle de bains avec une douche et un sèche-cheveux. Des serviettes et du linge de lit moyennant des frais supplémentaires.

Vous pourrez profiter d’une terrasse sur place et pratiquer la randonnée dans les environs.

Vous séjournerez à 50 km de ce lieu d’intérêt : Centre commercial régional Odysseum. L'aéroport le plus proche (Aéroport de Nîmes Alès Camargue Cévennes) est à 16 km. Les distances indiquées dans la description de l'établissement sont calculées avec © OpenStreetMap.",301890,43.8374249,4.3600687,2025-10-06,0.0,17.564285714285713,43.84916,4.31355
https://www.booking.com/hotel/fr/jolie-villa-a-quelques-pas-du-centre-ville.fr.html,Nimes,Jolie villa à quelques pas du centre-ville.,9.6,"175 Rue Henri Bosco, 30000 Nîmes, France","Situé à Nîmes, l’hébergement Jolie villa à quelques pas du centre-ville. Met à votre disposition une connexion Wi-Fi gratuite et offre une vue sur le jardin. Cette villa comprend une piscine privée, un jardin et un parking privé gratuit.

Cette villa avec climatisation comporte 3 chambres, une télévision à écran plat, ainsi qu’une cuisine avec un réfrigérateur et un lave-vaisselle. Des serviettes et du linge de lit sont disponibles.

En plus de la piscine extérieure, l’établissement Jolie villa à quelques pas du centre-ville. Propose une terrasse.

Vous séjournerez à respectivement 5,4 km et 36 km de ces lieux d’intérêt : Parc des expositions de Nîmes et Arènes d'Arles. L'aéroport le plus proche (Aéroport de Nîmes Alès Camargue Cévennes) est à 10 km. Les distances indiquées dans la description de l'établissement sont calculées avec © OpenStreetMap.",301890,43.8374249,4.3600687,2025-10-06,0.0,17.564285714285713,43.84859,4.35057
https://www.booking.com/hotel/fr/chambre-independante-piscine-et-terrasse-privative.fr.html,Nimes,Chambre indépendante avec terrasse privée et piscine,9.1,"1960 Chemin de la Cigale, 30900 Nîmes, France","L’établissement Chambre indépendante avec terrasse privée et piscine se trouve à Nîmes, à 5,6 km de ce lieu d’intérêt : Parc des expositions de Nîmes. Il propose une piscine extérieure ouverte en saison, un jardin, une terrasse et un parking privé gratuit. Cet établissement non-fumeurs vous accueille à 38 km de : Arènes d'Arles.

Les hébergements disposent d’une machine à café. Vous profiterez d'une salle de bains privative et de linge de lit.

Vous séjournerez à 50 km de ce lieu d’intérêt : Zénith Sud Montpellier. L'aéroport le plus proche (Aéroport de Nîmes Alès Camargue Cévennes) est à 13 km. Les couples apprécient particulièrement l'emplacement de cet établissement. Ils lui donnent la note de   pour un séjour à deux. Les distances indiquées dans la description de l'établissement sont calculées avec © OpenStreetMap.",301890,43.8374249,4.3600687,2025-10-06,0.0,17.564285714285713,43.8512,4.32561
https://www.booking.com/hotel/fr/patrick-amp-pierre-bnb-nimes.fr.html,Nimes,Patrick&Pierre Bed and Breakfast Nîmes,9.2,"Rue Sainte Agnès, 30900 Nîmes, France","Vous pouvez peut-être bénéficier d’une réduction Genius dans l’établissement Patrick&Pierre Bed and Breakfast Nîmes.   pour voir si une réduction Genius est disponible à vos dates.
 
Les réductions Genius proposées par cet établissement dépendent des dates de réservation, des dates de séjour et des autres offres disponibles.
 L’hébergement Patrick&Pierre Bed and Breakfast Nîmes se situe à Nîmes, à respectivement 2,9 km et 33 km de ces lieux d’intérêt : Parc des expositions de Nîmes et Arènes d'Arles. Il propose une connexion Wi-Fi gratuite, la climatisation et un bar. Cet hébergement offre une vue sur la ville et est installé à respectivement 45 km et 46 km de : Gare d'Avignon-Centre et Palais des Papes d'Avignon.

Cette chambre d'hôtes comprend une télévision à écran plat. Des serviettes et du linge de lit sont à disposition.

L’établissement Patrick&Pierre Bed and Breakfast Nîmes sert un petit-déjeuner buffet ou continental.

Vous séjournerez à respectivement 47 km et 48 km de ces lieux d’intérêt : Zénith Sud Montpellier et Centre commercial régional Odysseum. L'aéroport le plus proche (Aéroport de Nîmes Alès Camargue Cévennes) est à 11 km. Les couples apprécient particulièrement l'emplacement de cet établissement. Ils lui donnent la note de   pour un séjour à deux. Les distances indiquées dans la description de l'établissement sont calculées avec © OpenStreetMap.",301890,43.8374249,4.3600687,2025-10-06,0.0,17.564285714285713,43.83499,4.34993
https://www.booking.com/hotel/fr/appartement-cosy-la-voute.fr.html,Nimes,Entre tendance et authenticité - LA VOÛTE,9.4,"Appartement 3A au rez-de-chaussée 3 Rue Astruc, 30000 Nîmes, France","L’hébergement Entre tendance et authenticité - LA VOÛTE se trouve à Nîmes, à respectivement 4 km et 34 km de ces lieux d’intérêt : Parc des expositions de Nîmes et Arènes d'Arles. Il propose des équipements tels qu’une connexion Wi-Fi gratuite et une télévision à écran plat. Occupant un bâtiment datant de 1900, cet appartement est à respectivement 44 km et 44 km de : Gare d'Avignon-Centre et Palais des Papes d'Avignon.

Cet appartement avec climatisation se compose de 1 chambre, d'un salon, d'une cuisine entièrement équipée avec un réfrigérateur et une machine à café, ainsi que de 1 salle de bains avec une douche et des articles de toilette gratuits. Des serviettes et du linge de lit sont mis à votre disposition.

Vous séjournerez à respectivement 46 km et 48 km de ces lieux d’intérêt : Gare TGV d'Avignon et Zénith Sud Montpellier. L'aéroport le plus proche (Aéroport de Nîmes Alès Camargue Cévennes) est à 10 km. Les distances indiquées dans la description de l'établissement sont calculées avec © OpenStreetMap.",301890,43.8374249,4.3600687,2025-10-06,0.0,17.564285714285713,43.84302,4.35901
https://www.booking.com/hotel/fr/suite-privee-bed-and-breakfast.fr.html,Nimes,Suite Privée Bed and Breakfast,9.4,"Rue Sainte-Agnés, 30900 Nîmes, France","Vous pouvez peut-être bénéficier d’une réduction Genius dans l’établissement Suite Privée Bed and Breakfast.   pour voir si une réduction Genius est disponible à vos dates.
 
Les réductions Genius proposées par cet établissement dépendent des dates de réservation, des dates de séjour et des autres offres disponibles.
 L’hébergement Suite Privée Bed and Breakfast offre une vue sur la ville, à environ 2,9 km de ce lieu d’intérêt : Parc des expositions de Nîmes. Il possède un patio et une machine à café. Cette chambre d'hôtes avec climatisation propose une connexion Wi-Fi gratuite.

Une télévision à écran plat avec les chaînes du satellite, un iPad et une station d'accueil pour iPod sont à disposition.

L’établissement Suite Privée Bed and Breakfast sert un petit-déjeuner buffet ou continental.

Vous séjournerez à respectivement 33 km et 45 km de ces lieux d’intérêt : Arènes d'Arles et Gare d'Avignon-Centre. L'aéroport le plus proche (Aéroport de Nîmes Alès Camargue Cévennes) est à 11 km. Les couples apprécient particulièrement l'emplacement de cet établissement. Ils lui donnent la note de   pour un séjour à deux. Les distances indiquées dans la description de l'établissement sont calculées avec © OpenStreetMap.",301890,43.8374249,4.3600687,2025-10-06,0.0,17.564285714285713,43.83499,4.34993
https://www.booking.com/hotel/fr/liss.fr.html,Nimes,Appartement entier 1 à 4 personnes au calme avec parking gratuit,9.3,"Route d Alès Nîmes, 30000 Nîmes, France","Situé à Nîmes, l’hébergement Appartement entier 1 à 4 personnes au calme avec parking gratuit met à votre disposition une connexion Wi-Fi gratuite et offre une vue sur le jardin. Cet hébergement est installé à 8,7 km de : Parc des expositions de Nîmes. Il propose une terrasse et un parking privé gratuit.

Cet appartement avec climatisation se compose de 2 chambres séparées, d'une cuisine entièrement équipée avec un réfrigérateur et un four, ainsi que de 1 salle de bains. Une télévision à écran plat et un lecteur Blu-ray sont disponibles.

Vous séjournerez à respectivement 39 km et 45 km de ces lieux d’intérêt : Arènes d'Arles et Gare d'Avignon-Centre. L'aéroport le plus proche (Aéroport de Nîmes Alès Camargue Cévennes) est à 13 km. Les distances indiquées dans la description de l'établissement sont calculées avec © OpenStreetMap.",301890,43.8374249,4.3600687,2025-10-06,0.0,17.564285714285713,43.84354,4.34364
https://www.booking.com/hotel/fr/cristal-suite-a-hidden-gem-in-historic-center.fr.html,Nimes,Cristal suite – a hidden gem in historic center,9.0,"13 Grand Rue, 30000 Nîmes, France","L’hébergement Cristal suite – a hidden gem in historic center se trouve dans un quartier central de Nîmes, à respectivement 34 km et 44 km de ces lieux d’intérêt : Arènes d'Arles et Gare d'Avignon-Centre. Cet hébergement avec climatisation est installé à 3,8 km de : Parc des expositions de Nîmes. Vous pourrez profiter d'un parking privé disponible sur place et d'une connexion Wi-Fi gratuite.

Cet appartement comporte 2 chambres, une cuisine avec un réfrigérateur et un lave-vaisselle, ainsi que 1 salle de bains avec une douche, un sèche-cheveux et un lave-linge. Cet hébergement met à votre disposition des serviettes et du linge de lit.

Vous séjournerez à respectivement 44 km et 46 km de ces lieux d’intérêt : Palais des Papes d'Avignon et Gare TGV d'Avignon. L'aéroport le plus proche (Aéroport de Nîmes Alès Camargue Cévennes) est à 10 km. Les distances indiquées dans la description de l'établissement sont calculées avec © OpenStreetMap.",301890,43.8374249,4.3600687,2025-10-06,0.0,17.564285714285713,43.83793,4.3619
https://www.booking.com/hotel/fr/allegriasuites-nimes-nimes.fr.html,Nimes,Allegria Nimes Chambre Deluxe Spa,9.2,"20 Rue Saint-Exupéry, 30900 Nîmes, France","Vous pouvez peut-être bénéficier d’une réduction Genius dans l’établissement Allegria Nimes Chambre Deluxe Spa.   pour voir si une réduction Genius est disponible à vos dates.
 
Les réductions Genius proposées par cet établissement dépendent des dates de réservation, des dates de séjour et des autres offres disponibles.
 L’hébergement Allegria Nimes Chambre Deluxe Spa se trouve à Nîmes, à respectivement 2,2 km et 32 km de ces lieux d’intérêt : Parc des expositions de Nîmes et Arènes d'Arles. Il propose une connexion Wi-Fi gratuite, la climatisation, une piscine extérieure ouverte en saison et un jardin. Cet hébergement est installé à 46 km de : Zénith Sud Montpellier. Il possède une terrasse et un parking privé gratuit.

Cette chambre d'hôtes comprend une télévision à écran plat. Des serviettes et du linge de lit sont disponibles.

Un petit-déjeuner continental est servi sur place.

L’établissement Allegria Nimes Chambre Deluxe Spa possède un espace bien-être comprenant un bain à remous.

Vous séjournerez à respectivement 47 km et 48 km de ces lieux d’intérêt : Centre commercial régional Odysseum et Gare d'Avignon-Centre. L'aéroport le plus proche (Aéroport de Nîmes Alès Camargue Cévennes) est à 10 km. Les couples apprécient particulièrement l'emplacement de cet établissement. Ils lui donnent la note de   pour un séjour à deux. Les distances indiquées dans la description de l'établissement sont calculées avec © OpenStreetMap.",301890,43.8374249,4.3600687,2025-10-06,0.0,17.564285714285713,43.82461,4.35069
https://www.booking.com/hotel/fr/nimes-downtown-apartment.fr.html,Nimes,Nîmes Downtown Apartment,9.0,"1 2 Grand Rue, 30000 Nîmes, France","L’hébergement Nîmes Downtown Apartment se trouve dans le centre de Nîmes, à respectivement 3,9 km et 34 km de ces lieux d’intérêt : Parc des expositions de Nîmes et Arènes d'Arles. Il propose une connexion Wi-Fi gratuite. Cet appartement est à respectivement 44 km et 44 km de : Gare d'Avignon-Centre et Palais des Papes d'Avignon.

Cet appartement avec climatisation comporte 1 chambre, une télévision à écran plat, ainsi qu’une cuisine.

Vous séjournerez à respectivement 46 km et 48 km de ces lieux d’intérêt : Gare TGV d'Avignon et Zénith Sud Montpellier. L'aéroport le plus proche (Aéroport de Nîmes Alès Camargue Cévennes) est à 10 km. Les distances indiquées dans la description de l'établissement sont calculées avec © OpenStreetMap.",301890,43.8374249,4.3600687,2025-10-06,0.0,17.564285714285713,43.83854,4.36158
https://www.booking.com/hotel/fr/imperator-nimes.fr.html,Nimes,Maison Albar Hotels L’Imperator,9.1,"15 Rue Gaston Boissier, 30900 Nîmes, France","Vous pouvez peut-être bénéficier d’une réduction Genius dans l’établissement Maison Albar Hotels L’Imperator.   pour voir si une réduction Genius est disponible à vos dates.
 
Les réductions Genius proposées par cet établissement dépendent des dates de réservation, des dates de séjour et des autres offres disponibles.
 La Maison Albar Hotels L’Imperator est un hôtel situé dans la ville de Nîmes, près des jardins de la Fontaine et à moins de 5 minutes à pied du temple romain Maison Carrée et du musée Carrée d’Art.

Les chambres affichent une décoration en pierre naturelle, en marbre et en bois. Dotées d'une douche à l'italienne, les chambres sont également équipées d'une télévision connectée. Certaines donnent sur les jardins de l’hôtel.

La réception est ouverte 24h/24 et 7j/7. Des équipements pour bébé et des services pour les enfants sont également disponibles. Le Spa by CODAGE possède une piscine intérieure et extérieure, un bain à remous et un hammam. Il propose également une gamme complète de massages.

L’établissement dispose d’un restaurant gastronomique sur place, The Duende. La brasserie L'Impé, située dans le patio intérieur de l'Imperator, à l'ombre d'un Gingko Biloba, sert une cuisine mettant à l’honneur les produits locaux.

Vous pourrez prendre des cocktails au Bar Hemingway. Un petit-déjeuner continental est servi tous les matins. Vous aurez également la possibilité de le prendre dans votre chambre.

Un parking privé est accessible sur place, sur réservation. La gare TGV de Nîmes se trouve à moins de 2 km de L’Imperator. Les couples apprécient particulièrement l'emplacement de cet établissement. Ils lui donnent la note de   pour un séjour à deux. Les distances indiquées dans la description de l'établissement sont calculées avec © OpenStreetMap.",301890,43.8374249,4.3600687,2025-10-06,0.0,17.564285714285713,43.83865,4.35295
https://www.booking.com/hotel/fr/la-demeure-provencale-au-charme-suranne.fr.html,Nimes,La Demeure Provençale au charme suranné,9.3,"34 Rue Pasteur, 30000 Nîmes, France","Situé à Nîmes, l’hébergement La Demeure Provençale au charme suranné offre une vue sur la ville. Il possède un jardin, une terrasse et une connexion Wi-Fi gratuite. Cet hébergement offre une vue sur la piscine et comprend un balcon.

Cette villa compte 4 chambres, une cuisine avec un réfrigérateur et un lave-vaisselle, une télévision à écran plat, un coin salon, ainsi que 3 salles de bains comportant une douche. Des serviettes et du linge de lit sont à disposition.

Vous séjournerez à respectivement 3,6 km et 34 km de ces lieux d’intérêt : Parc des expositions de Nîmes et Arènes d'Arles. L'aéroport le plus proche (Aéroport de Nîmes Alès Camargue Cévennes) est à 9 km. Les distances indiquées dans la description de l'établissement sont calculées avec © OpenStreetMap.",301890,43.8374249,4.3600687,2025-10-06,0.0,17.564285714285713,43.84001,4.35237
